"","Folio","Nombre","Fecha","Descripcion","Cantidad","Unidad","ClaveUnidad","ValorUnitario","ClaveProdServ","TipoCambio","Importe","SubTotal","Total","Moneda","Material","Marca","Clave","Unds","Fruta","Embalaje","Precio_real","Unitario_real"
"794",4543,"NAMINSA S.A. DE C.V.",2018-04-28,"CLAMS.4007 ARANDANOS 18OZ 300 UNDS",18000,"PIEZAS","H87",0.11018,"24112902",18.8644,1983.24,6077.24,7049.6,"USD","CLAMS",NA,"4007",300,"ARANDANO","18OZ",0.11018,0.11018
"795",1558,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-11,"ESQUINERO CARTON BCO DE 1.00 MT 4*4"" C-190 ",200,"PIEZA",NA,12.95,"0",NA,2590,25549.75,29637.71,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",12.95,12.95
"796",4141,"NAMINSA S.A. DE C.V.",2018-02-08,"PADS ABSORBENTES 90X90  NEGROS 30.000 UND.",60000,"PIEZAS","H87",0.0042,"11162100",18.7009,252,1351.44,1567.67,"USD","PADS",NA,NA,NA,NA,NA,0.0042,0.0042
"797",195,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-24,"BASES TERMICAS",110,NA,"H87",6.99,"13111300",18.51,768.9,3594.1,4169.15,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,NA,6.99
"798",3572,"Abacart Agricola, S. de P.R. de R.L.",2017-10-12,"BAS - BASCULA COC OBBI DIGITAL 5K",1,"PIEZA",NA,340,"0",1,340,627.6,728.02,"MXN","BASCULA",NA,NA,NA,NA,NA,340,340
"799",45750,"BIO PAPPEL S.A.B. DE C.V.",2018-01-30,"SEPARADOR  PARTE DE: INTERLOCK GENERICO",1.5,"MILLAR","MIL",800,"14121500",18.4672,1200,6547.03,7594.56,"USD","INTERLOCK",NA,NA,NA,NA,NA,NA,800
"800",261,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-21,"ESQUINEROS DE CARTON DE 1.50 MTS/ALAS 4,",200,NA,"H87",19.43,"24141508",NA,3886,61456,71288.96,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,19.43
"801",4403,"NAMINSA S.A. DE C.V.",2018-03-27,"CLAMS.3903 MORA 12 OZ 1 PINTA",10400,"PIEZAS","H87",0.08508,"24112902",18.5364,884.83,10840.7,12575.2,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",0.08508,0.0850798076923077
"802",187,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-20,"BOLSASA DE GEL REFRIGERANTE",1000,NA,"H87",5.4,"78121500",NA,5400,24848,28823.68,"MXN","GEL",NA,NA,NA,NA,NA,NA,5.4
"803",36098,"Embalajes Agricolas Sambramex S de RL de CV",2017-09-25,"2398 MIXIM TIE SHT 9-12 DOWN",8,"EA",NA,801000,"0",17.8545,6.41,531.81,616.9,"USD",NA,NA,NA,NA,NA,NA,NA,0.80125
"804",25,"JESUS AMBROSIO MAGAÑA",2017-12-05,"ZARZAMORA 6 oz",5,"CAJAS","XBX",100,"50304701",NA,500,2600,2600,"MXN","TARIMA MADERA",NA,NA,NA,"ZARZAMORA","6OZ",NA,100
"805",3982,"Abacart Agricola, S. de P.R. de R.L.",2018-02-07,"CANDADO CLAVO O BOTELLA BCO KLICKER",100,"PIEZA","H87",19.11,"24141504",NA,1911,2221.31,2576.72,"MXN","OTROS",NA,NA,NA,NA,NA,19.11,19.11
"806",4076,"NAMINSA S.A. DE C.V.",2018-01-30,"CLAMS.4004 18 OZ MORA 360 UNDS",3960,"PIEZAS","H87",0.11018,"24112902",18.4672,436.31,5244.04,6083.08,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",0.11018,0.110179292929293
"807",2245,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-10-18,"CHAROLA GENERICA ALPASA FARMS 6OZ, ESTA FACTURA AVALA LA REMISION 11917.",2700,"PIEZA",NA,0.313,"0",19.0117,845.1,4921.5,5708.94,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"808",4335,"NAMINSA S.A. DE C.V.",2018-03-14,"CLAMS.3903 MORA 12 OZ 1 PINTA",20800,"PIEZAS","H87",0.08711,"24112902",18.6199,1811.89,4302.85,4991.3,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",0.08711,0.0871100961538462
"809",3972,"NAMINSA S.A. DE C.V.",2018-01-11,"CLAMS.4004 18 OZ MORA 360 UNDS",18000,"PIEZAS","H87",0.11018,"24112902",19.3065,1983.24,4564.54,5294.87,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",0.11018,0.11018
"810",828,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV",2017-09-21,"SEPARADORCHICO",2156,"No aplica",NA,1.89,"0",1,4074.84,51869.84,60169.01,"MXN",NA,NA,NA,NA,NA,NA,NA,1.89
"811",2306,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-13,"INTERLOCK MULTIPLE GEN ZARZAMORA DISEÑO1, ESTA FACTURA SUPLE A LA GBF 2266, POR ERROR EN PRECIO EN EL CODIGO ALPASA 3",600,"PIEZA",NA,1.16,"0",19.0526,696,4769.4,5532.5,"USD","INTERLOCK","ALPASA",NA,NA,"ZARZAMORA",NA,1.16,1.16
"812",4343,"NAMINSA S.A. DE C.V.",2018-03-15,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG
ETIQUETA ROUGES",600,"PIEZAS","H87",0.04072,"24112902",18.5604,24.43,1541.46,1788.09,"USD","CLAMS","ROUGE","3407",NA,"MIXTO","ROUGE",0.04072,0.0407166666666667
"813",4411,"NAMINSA S.A. DE C.V.",2018-03-31,"CLAMS.3903 MORA 12 OZ 1 PINTA",26000,"PIEZAS","H87",0.08711,"24112902",18.3445,2264.86,14505.46,16826.34,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",0.08711,0.08711
"814",5010,"PENPACK S DE RL DE CV",2018-04-25,"6 OZ BB ALPASA CONV",36,"CAJA","XBX",20.86,"13101900",18.22,750.96,8802.92,10211.38,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.86
"815",2403,"International Baskets S.A. de C.V.",2017-12-04,"6 OZ # 3 BLUEBERRIES- DEL MONTE",43200,"PIEZAS",NA,0.046,"0",18.6229,1987.2,5961.6,6915.456,"USD","CLAMS","DEL MONTE",NA,NA,"ARANDANO","6OZ",0.046,0.046
"816",2309,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-13,"CHAROLA GENERICA ALPASA FARMS 6OZ, ESTA FACTURA AVALA LA REMISION 11962.",2700,"PIEZA",NA,0.313,"0",19.0526,845.1,2758.5,3199.86,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"817",269,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-24,"KILOS DE CINTURON PORTAGEL(2 ROLLOS)",34.9,NA,"KGM",60,"24111503",NA,2094,25719,29834.04,"MXN","GEL",NA,NA,NA,NA,NA,NA,60
"818",101,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-15,"CINTAS ADHESIVAS 48*150 (3 CAJAS)",108,NA,"H87",24,"31201500",NA,2592,41746,48425.36,"MXN","MASKING",NA,NA,NA,NA,NA,NA,24
"819",4729,"NAMINSA S.A. DE C.V.",2018-06-02,"PADS ABSORBENTES 13X13 20.000 UNDS NEGROS",20000,"PIEZAS","H87",0.013,"11162100",19.9759,260,4501.57,5221.82,"USD","PADS",NA,NA,20000,NA,NA,0.013,0.013
"820",4008,"NAMINSA S.A. DE C.V.",2018-01-17,"CLAM ARANDANO 6OZ 5X4 NP",900,"PIEZAS","H87",0.04818,"24112902",18.8113,43.36,2718.7,3153.69,"USD","CLAMS",NA,NA,NA,"ARANDANO","6OZ",0.04818,0.0481777777777778
"821",1538,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-06,"ESQUINERO CARTON BCO DE 1.00 MT 4*4"" C-190 ",200,"PIEZA",NA,12.95,"0",NA,2590,20060,23269.6,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",12.95,12.95
"822",3838,"NAMINSA S.A. DE C.V.",2017-12-11,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",6300,"PIEZAS","H87",0.04818,"24112902",18.9315,303.53,6622.15,7681.7,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04818,0.0481793650793651
"823",130,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-26,"ESQUINERO PLASTICO DE 1.50 MTS",300,NA,"H87",5.1,"13102022",NA,1530,53441,61991.56,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,5.1
"824",4630,"NAMINSA S.A. DE C.V.",2018-05-11,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",18000,"PIEZAS","H87",0.04615,"24112902",19.5387,830.7,4962.45,5756.44,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04615,0.04615
"825",4591,"NAMINSA S.A. DE C.V.",2018-05-05,"PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",19.1223,230.4,1437.42,1667.4,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"826",2551,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2018-01-08,"CHAROLA 18 OZ ALPASA, ESTA FACTURA AVALA LA REMSION 12077.",1089,"PIEZA","H87",0.87,"24121503",19.2737,947.43,5241.91,6080.62,"USD","CAJAS","ALPASA",NA,NA,NA,"18OZ",0.87,0.87
"827",3812,"NAMINSA S.A. DE C.V.",2017-12-04,"PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.6229,230.4,4764.84,5527.21,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"828",2000827,"Logistics Interoceanica de Carga SA de CV",2018-02-20,"SEPARADOR PUNNET NEGRA BERRIES 7.9 OZ Y 5.3 OZ",15220,NA,"H87",0.09,"14121500",18.4797,1369.8,8519.8,9882.97,"USD","SEPARADOR PUNNET","PUNNET",NA,NA,"ZARZAMORA","PUNNET",NA,0.09
"829",1537,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-06,"BASE TERMICA",80,"PIEZA",NA,6.99,"0",19.05,559.2,4089.6,4743.93,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,6.99,6.99
"830",46762,"BIO PAPPEL S.A.B. DE C.V.",2018-03-28,"SEPARADOR  PARTE DE: SEPARADOR BERRIES CAT  1",21.4,"MILLAR","MIL",45.04,"14121500",18.3445,963.86,9057.16,10506.31,"USD","SEPARADOR PUNNET","PUNNET",NA,NA,NA,"PUNNET",NA,45.0401869158879
"831",142,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-05,"ESQUINERO PLASTICO DE 1.50 MTS",300,NA,"H87",5.1,"13102022",NA,1530,45530,52814.8,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,5.1
"832",3809,"NAMINSA S.A. DE C.V.",2017-12-04,"CLAMS. 3705 MORA 6OZ C/PAD PEGADO 600 UNDS",15600,"PIEZAS","H87",0.04712,"24112902",18.6229,735.07,3554.57,4123.3,"USD","PADS",NA,"3705",600,"ZARZAMORA","6OZ",0.04712,0.0471198717948718
"833",4223,"NAMINSA S.A. DE C.V.",2018-02-22,"PADS ABSORBENTES 77X77 NEGROS 30.000 UNDS",30000,"PIEZAS","H87",0.0055,"11162100",18.6594,165,3959.4,4592.9,"USD","PADS",NA,NA,30000,NA,NA,0.0055,0.0055
"834",2595,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2018-01-16,"CHAROLA ALPASA 12/6 OZ",13357,"PIEZA","H87",0.313,"24121503",18.8113,4180.741,6865.07,7963.48,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"835",3831,"NAMINSA S.A. DE C.V.",2017-12-07,"PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.6958,230.4,2415.84,2802.37,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"836",1262,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV",2018-05-23,"CAJA ARANDANOS 5X5",125,NA,"E48",38.05,"24121503",NA,4756.25,36131.25,41912.25,"MXN","CAJAS",NA,NA,NA,"ARANDANO",NA,NA,38.05
"837",4365,"NAMINSA S.A. DE C.V.",2018-03-20,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",24300,"PIEZAS","H87",0.04818,"24112902",18.7023,1170.77,4702.22,5454.57,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04818,0.0481798353909465
"838",1651,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-27,"GEL REFRIGERANTE",2500,"PIEZA",NA,5.4,"0",NA,13500,87885.25,101946.89,NA,"GEL",NA,NA,NA,NA,NA,5.4,5.4
"839",1499,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-10,"ESQUINERO CARTON BCO 1.90 MTS C-180 2.5""",200,"PIEZA",NA,13.28,"0",NA,2656,20207.25,23440.41,NA,"ESQUINERO",NA,NA,NA,NA,NA,13.28,13.28
"840",4292,"NAMINSA S.A. DE C.V.",2018-03-06,"PADS ABSORBENTES 9.5X14 9360 UNDS NEGROS",18720,"PIEZAS","H87",0.012,"11162100",18.8909,224.64,3419.75,3966.91,"USD","PADS",NA,NA,9360,NA,NA,0.012,0.012
"841",90,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-12,"PLACAS DE UNICEL DE 1*1.2*2CM",50,NA,"H87",60,"30141514",NA,3000,9265,10747.4,"MXN","UNICEL",NA,NA,NA,NA,NA,NA,60
"842",2495,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-12-26,"CHAROLA ALPASA 12/6 OZ",6954,"PIEZA","H87",0.313,"24121503",19.5848,2176.602,8682.67,10071.9,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"843",110,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-19,"TARIMAS PLASTICAS",70,NA,"H87",210,"24112702",NA,14700,22867,26525.72,"MXN","TARIMA",NA,NA,NA,NA,NA,NA,210
"844",4322,"NAMINSA S.A. DE C.V.",2018-03-12,"CLAM C/PN 3705A",6000,"PIEZAS","H87",0.05062,"24112902",18.7148,303.72,3176.56,3684.82,"USD","CLAMS",NA,"3705",NA,NA,NA,0.05062,0.05062
"845",1584,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-28,"CINTURON PARA GEL REFRIGERANTE",82.2,"KILO",NA,55,"0",NA,4521,26040,30206.4,NA,"GEL",NA,NA,NA,NA,NA,NA,55
"846",4178,"NAMINSA S.A. DE C.V.",2018-02-16,"PADS ABSORBENTES 77X77 NEGROS 30.000 UNDS",30000,"PIEZAS","H87",0.0055,"11162100",18.6025,165,3957.9,4591.16,"USD","PADS",NA,NA,30000,NA,NA,0.0055,0.0055
"847",1510,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-23,"CINTURON PARA GEL REFRIGERANTE",15.25,"KILO",NA,55,"0",NA,838.75,8924.75,10352.71,NA,"GEL",NA,NA,NA,NA,NA,NA,55
"848",1341,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV",2018-06-25,"CAJA RASPBERY 5X5",126,NA,"E48",23.05,"24121503",NA,2904.3,39657,46002.13,"MXN","CAJAS",NA,NA,NA,"FRAMBUESA",NA,NA,23.05
"849",2357,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-24,"CHAROLA PUNNET CON SEP",2700,"PIEZA","H87",0.342,"24121503",18.6041,923.4,5139.25,5961.53,"USD","CAJAS","PUNNET",NA,NA,"ZARZAMORA","PUNNET",0.342,0.342
"850",1491,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-09-30,"FLEJE VERDE LISO DE 1/2",3,"PIEZA",NA,710,"0",NA,2130,14844.75,17219.91,NA,"FLEJE",NA,NA,NA,NA,NA,710,710
"851",3937,"NAMINSA S.A. DE C.V.",2018-01-02,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",22800,"PIEZAS","H87",0.04072,"24112902",19.7354,928.42,5259.79,6101.35,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",0.04072,0.0407201754385965
"852",3800,"NAMINSA S.A. DE C.V.",2017-11-30,"CLAMS.3709 ARANDANO 6 OZ 5X4 900 UNDS",24300,"PIEZAS","H87",0.04818,"24112902",18.5848,1170.77,5322.65,6174.27,"USD","CLAMS",NA,"3709",900,"ARANDANO","6OZ",0.04818,0.0481798353909465
"853",63,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-29,"ESQUINERO DE CARTO DE 1.0 MT/4,",500,NA,"H87",12.95,"24141508",NA,6475,30551.5,35439.74,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,12.95
"854",4458,"NAMINSA S.A. DE C.V.",2018-04-12,"PAD 4X4  7X7 CM NEGRO",144000,"PIEZAS","H87",0.0042,"11162100",18.2882,604.8,7565.1,8775.52,"USD","PADS",NA,NA,NA,NA,"4.4OZ",0.0042,0.0042
"855",1480,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-09-25,"FLEJE VERDE LISO DE 1/2",5,"PIEZA",NA,710,"0",NA,3550,26056,30224.96,NA,"FLEJE",NA,NA,NA,NA,NA,710,710
"856",194,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-24,"BOLSAS DE GEL REFRIGERANTE",1500,NA,"H87",5.4,"78121500",NA,8100,44006,51046.96,"MXN","GEL",NA,NA,NA,NA,NA,NA,5.4
"857",4431,"NAMINSA S.A. DE C.V.",2018-04-05,"CLAMS.3903 MORA 12 OZ 1 PINTA",40040,"PIEZAS","H87",0.08711,"24112902",18.2044,3487.88,12966.51,15041.14,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",0.08711,0.0871098901098901
"858",1523,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-10-30,"ESQUINERO CARTON BCO 1.90 MTS C-180 2.5""",600,"PIEZA",NA,13.28,"0",NA,7968,34315.5,39805.98,NA,"ESQUINERO",NA,NA,NA,NA,NA,13.28,13.28
"859",3730,"NAMINSA S.A. DE C.V.",2017-11-13,"PADS ABSORBENTES 13X13 20.000 UNDS NEGROS",20000,"PIEZAS","H87",0.013,"11162100",19.09,260,5374.29,6234.17,"USD","PADS",NA,NA,20000,NA,NA,0.013,0.013
"860",3889,"NAMINSA S.A. DE C.V.",2017-12-26,"CLAM ARANDANO 6OZ 5X4 NP",28800,"PIEZAS","H87",0.04818,"24112902",19.3962,1387.58,3496.62,4056.08,"USD","CLAMS",NA,NA,NA,"ARANDANO","6OZ",0.04818,0.0481798611111111
"861",221,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-07,"KILOS DE CINTURON PORTA GEL(6 ROLLOS)",81.15,NA,"KGM",60,"24111503",NA,4869,74143,86005.88,"MXN","GEL",NA,NA,NA,NA,NA,NA,60
"862",29,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-15,"ROLLO PELICULA PLASTICA 18/60/1500",4,NA,"H87",125,"13111201",NA,500,7112.75,8250.79,"MXN","EMPLAYE",NA,NA,NA,NA,NA,NA,125
"863",4635,"NAMINSA S.A. DE C.V.",2018-05-12,"PUNNETS 150 GRS MORA 5011",60000,"PIEZAS","H87",0.03576,"24112902",19.2989,2145.6,7971.83,9247.32,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03576,0.03576
"864",202,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-28,"PLACAS DE UNICEL DE 1*1.2*2CM",100,NA,"H87",60,"30141514",NA,6000,49835,57808.6,"MXN","UNICEL",NA,NA,NA,NA,NA,NA,60
"865",4165,"NAMINSA S.A. DE C.V.",2018-02-14,"PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.6703,230.4,3918.9,4545.92,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"866",3699,"Abacart Agricola, S. de P.R. de R.L.",2017-11-22,"BOLSA PLAST NEGRA BAS-GDE 90 X 1200 CMS x Kilogramo 11 PZAS",10.24,"KILOGRAMO",NA,29.1,"0",1,297.98,1214.87,1409.25,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,NA,29.099609375
"867",4241,"NAMINSA S.A. DE C.V.",2018-02-26,"PADS ABSORBENTES 77X77 NEGROS 30.000 UNDS",30000,"PIEZAS","H87",0.0042,"11162100",18.6574,126,2432.43,2821.62,"USD","PADS",NA,NA,30000,NA,NA,0.0042,0.0042
"868",3848,"NAMINSA S.A. DE C.V.",2017-12-14,"PADS 7X7 NEGRO DE 24 MIL UDS",48000,"PIEZAS","H87",0.0042,"11162100",18.974,201.6,3109.11,3606.56,"USD","PADS",NA,NA,NA,NA,NA,0.0042,0.0042
"869",3925,"NAMINSA S.A. DE C.V.",2017-12-29,"PADS ABSORBENTES 77X77 NEGROS 30.000 UNDS",30000,"PIEZAS","H87",0.055,"11162100",19.7867,1650,18772.68,21776.31,"USD","PADS",NA,NA,30000,NA,NA,0.055,0.055
"870",1624,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-11,"PLACA UNICEL 1*1.2*2CM",65,"PIEZA",NA,60,"0",NA,3900,19716.5,22871.14,NA,"UNICEL",NA,NA,NA,NA,NA,60,60
"871",4132,"NAMINSA S.A. DE C.V.",2018-02-07,"PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.5248,230.4,4167.89,4834.75,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"872",1602,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-30,"FLEJE VERDE LISO DE 1/2",3,"PIEZA",NA,710,"0",NA,2130,42624.25,49444.13,NA,"FLEJE",NA,NA,NA,NA,NA,710,710
"873",73,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-03,"ROLLOS DE FLEJE VERDE LISO 18 KGS",2,NA,"H87",710,"31151904",NA,1420,6772,7855.52,"MXN","FLEJE",NA,NA,NA,NA,NA,NA,710
"874",1613,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-04,"CINTA ADHESIVA 48*150",36,"PIEZA",NA,24,"0",NA,864,30317.75,35168.59,NA,"MASKING",NA,NA,NA,NA,NA,24,24
"875",275,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-27,"KILOS DE CINTURON PORTA GEL(3 ROLLOS)",44.55,NA,"KGM",60,"24111503",NA,2673,16783,19468.28,"MXN","GEL",NA,NA,NA,NA,NA,NA,60
"876",4233,"NAMINSA S.A. DE C.V.",2018-02-23,"CLAM ARANDANO 6OZ 5X4 NP",2700,"PIEZAS","H87",0.04615,"24112902",18.6518,124.61,1557.73,1806.96,"USD","CLAMS",NA,NA,NA,"ARANDANO","6OZ",0.04615,0.0461518518518519
"877",12,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-04,"KILO CINTURON PORTA GEL",59.5,NA,"KGM",60,"13111201",NA,3570,63927,74155.32,"MXN","GEL",NA,NA,NA,NA,NA,NA,60
"878",3745,"NAMINSA S.A. DE C.V.",2017-11-21,"PUNNETS 150 GRS MORA 5011",36000,"PIEZAS","H87",0.03976,"24112902",19.1224,1431.36,2891.04,3353.6,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03976,0.03976
"879",3851,"NAMINSA S.A. DE C.V.",2017-12-15,"PADS 6X7.5 NEGROS 28.800 UNDS",28800,"PIEZAS","H87",0.004,"11162100",19.1391,115.2,3207.88,3721.14,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"880",3680,"NAMINSA S.A. DE C.V.",2017-10-30,"PADS 6X7.5 NEGROS 28.800 UNDS",28800,"PIEZAS",NA,0.004,"0",19.096,115.2,3115.02,3613.4232,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"881",302,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-05-14,"KILOS DE CINTURON PORTA GEL(1 ROLLO)",13.14,NA,"KGM",60,"24111503",NA,788.4,25013.4,29015.54,"MXN","GEL",NA,NA,NA,NA,NA,NA,60
"882",4535,"NAMINSA S.A. DE C.V.",2018-04-25,"PAD 4X4  7X7 CM NEGRO",72000,"PIEZAS","H87",0.0042,"11162100",18.8628,302.4,4070.93,4722.27,"USD","PADS",NA,NA,NA,NA,"4.4OZ",0.0042,0.0042
"883",4108,"NAMINSA S.A. DE C.V.",2018-02-02,"PADS ABSORBENTES 77X77 NEGROS 30.000 UNDS",30000,"PIEZAS","H87",0.0042,"11162100",18.6069,126,1909.97,2215.56,"USD","PADS",NA,NA,30000,NA,NA,0.0042,0.0042
"884",1656,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-29,"PLACA UNICEL 1*1.2*2CM",40,"PIEZA",NA,60,"0",NA,2400,25273,29316.68,NA,"UNICEL",NA,NA,NA,NA,NA,60,60
"885",161,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-08,"ESQUINEROS DE CARTON DE 1.50 MTS/4,",100,NA,"H87",19.43,"24141508",NA,1943,30116,34934.56,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,19.43
"886",281,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-30,"CINTAS ADHESIVAS 72*150",24,NA,"H87",38,"31201500",NA,912,6319,7330.04,"MXN","MASKING",NA,NA,NA,NA,NA,NA,38
"887",47134,"BIO PAPPEL S.A.B. DE C.V.",2018-04-22,"SEPARADOR  PARTE DE: INTERLOCK GENERICO",1,"MILLAR","MIL",800,"14121500",18.2819,800,9690.65,11241.15,"USD","INTERLOCK",NA,NA,NA,NA,NA,NA,800
"888",290,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-05-05,"ESQUINERO DE CARTON DE 1.50 MTS/ALAS 4,",200,NA,"H87",19.43,"24141508",NA,3886,28805.6,33414.5,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,19.43
"889",55,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-22,"ROLLOS DE FLEJE VERDE",4,NA,"H87",710,"31151904",NA,2840,25729,29845.64,"MXN","FLEJE",NA,NA,NA,NA,NA,NA,710
"890",2675,"International Baskets S.A. de C.V.",2018-03-09,"6 OZ #3 BLUEBERRY ALPASA

REM11628//LOS REYES",14400,"PIEZAS","H87",0.046,"24121807",18.7922,662.4,9273.6,10757.38,"USD","CLAMS","ALPASA",NA,NA,"ARANDANO","6OZ",0.046,0.046
"891",135,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-28,"PLACAS DE UNICEL DE 1*1.2*2CM",45,NA,"H87",60,"30141514",NA,2700,14696.25,17047.65,"MXN","UNICEL",NA,NA,NA,NA,NA,NA,60
"892",4032,"NAMINSA S.A. DE C.V.",2018-01-23,"PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.5813,230.4,3963.6,4597.78,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"893",245,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-16,"ESQUINEROS DE CARTON DE 1.0 MTS, ALAS 4,",300,NA,"H87",12.95,"24141508",NA,3885,47914.6,55580.94,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,12.95
